學校代碼,校名,校系科組學程代碼,系名,招生群（類）別
219,中國科技大學,219016,企業管理系航空暨運輸服務管理組（臺北校區）,17 餐旅群
219,中國科技大學,219017,國際商務系（臺北校區）,09 商業與管理群
219,中國科技大學,219018,國際商務系（臺北校區）,15 外語群英語類
219,中國科技大學,219019,國際商務系（臺北校區）,16 外語群日語類
219,中國科技大學,219020,財務金融系（臺北校區）,09 商業與管理群
219,中國科技大學,219021,行銷與流通管理系（臺北校區）,07 設計群
219,中國科技大學,219022,行銷與流通管理系（臺北校區）,09 商業與管理群
219,中國科技大學,219023,行銷與流通管理系（臺北校區）,16 外語群日語類
219,中國科技大學,219024,應用英語系（臺北校區）,09 商業與管理群
219,中國科技大學,219025,應用英語系（臺北校區）,15 外語群英語類
219,中國科技大學,219026,應用英語系（臺北校區）,17 餐旅群
219,中國科技大學,219027,觀光與休閒事業管理系（臺北校區）,07 設計群
219,中國科技大學,219028,觀光與休閒事業管理系（臺北校區）,09 商業與管理群
219,中國科技大學,219029,觀光與休閒事業管理系（臺北校區）,17 餐旅群
219,中國科技大學,219030,資訊管理系（臺北校區）,04 電機與電子群資電類
219,中國科技大學,219031,資訊管理系（臺北校區）,07 設計群
219,中國科技大學,219032,資訊管理系（臺北校區）,09 商業與管理群
219,中國科技大學,219033,資訊工程系（臺北校區）,01 機械群
219,中國科技大學,219034,資訊工程系（臺北校區）,03 電機與電子群電機類
219,中國科技大學,219035,資訊工程系（臺北校區）,04 電機與電子群資電類
219,中國科技大學,219036,室內設計系（新竹校區）,06 土木與建築群
219,中國科技大學,219037,室內設計系（新竹校區）,07 設計群
219,中國科技大學,219038,視覺傳達設計系（新竹校區）,07 設計群
219,中國科技大學,219039,視覺傳達設計系（新竹校區）,09 商業與管理群
219,中國科技大學,219040,視覺傳達設計系（新竹校區）,20 藝術群影視類
219,中國科技大學,219041,數位多媒體設計系（新竹校區）,04 電機與電子群資電類
219,中國科技大學,219042,數位多媒體設計系（新竹校區）,07 設計群
219,中國科技大學,219043,數位多媒體設計系（新竹校區）,09 商業與管理群
219,中國科技大學,219044,影視設計系（新竹校區）,07 設計群
219,中國科技大學,219045,影視設計系（新竹校區）,09 商業與管理群
219,中國科技大學,219046,影視設計系（新竹校區）,20 藝術群影視類
219,中國科技大學,219047,行銷與流通管理系（新竹校區）,07 設計群
219,中國科技大學,219048,行銷與流通管理系（新竹校區）,09 商業與管理群
219,中國科技大學,219049,行銷與流通管理系（新竹校區）,16 外語群日語類
219,中國科技大學,219050,觀光與休閒事業管理系（新竹校區）,07 設計群
219,中國科技大學,219051,觀光與休閒事業管理系（新竹校區）,09 商業與管理群
219,中國科技大學,219052,觀光與休閒事業管理系（新竹校區）,17 餐旅群
219,中國科技大學,219053,資訊工程系（新竹校區）,03 電機與電子群電機類
219,中國科技大學,219054,資訊工程系（新竹校區）,04 電機與電子群資電類
219,中國科技大學,219055,資訊工程系（新竹校區）,09 商業與管理群
220,中臺科技大學,220001,醫學檢驗生物技術系,14 農業群
220,中臺科技大學,220002,醫學檢驗生物技術系,05 化工群
220,中臺科技大學,220003,醫學檢驗生物技術系,10 衛生與護理類
220,中臺科技大學,220004,醫學影像暨放射科學系,01 機械群
220,中臺科技大學,220005,醫學影像暨放射科學系,04 電機與電子群資電類
220,中臺科技大學,220006,醫學影像暨放射科學系,10 衛生與護理類
220,中臺科技大學,220007,醫療暨健康產業管理系,17 餐旅群
220,中臺科技大學,220008,醫療暨健康產業管理系,07 設計群
220,中臺科技大學,220009,醫療暨健康產業管理系,09 商業與管理群
220,中臺科技大學,220010,護理系,12 家政群幼保類
220,中臺科技大學,220011,護理系,10 衛生與護理類
220,中臺科技大學,220012,護理系,17 餐旅群
220,中臺科技大學,220013,牙體技術暨材料系,01 機械群
220,中臺科技大學,220014,牙體技術暨材料系,10 衛生與護理類
220,中臺科技大學,220015,牙體技術暨材料系,07 設計群
220,中臺科技大學,220016,食品科技系,11 食品群
220,中臺科技大學,220017,食品科技系,17 餐旅群
220,中臺科技大學,220018,食品科技系,14 農業群
220,中臺科技大學,220019,兒童教育暨事業經營系,15 外語群英語類
220,中臺科技大學,220020,兒童教育暨事業經營系,12 家政群幼保類
220,中臺科技大學,220021,兒童教育暨事業經營系,09 商業與管理群
220,中臺科技大學,220022,資訊管理系,09 商業與管理群
220,中臺科技大學,220023,資訊管理系,04 電機與電子群資電類
220,中臺科技大學,220024,資訊管理系,03 電機與電子群電機類
220,中臺科技大學,220025,行銷管理系,09 商業與管理群
220,中臺科技大學,220026,行銷管理系,17 餐旅群
220,中臺科技大學,220027,行銷管理系,07 設計群
220,中臺科技大學,220028,環境與安全衛生工程系,05 化工群
220,中臺科技大學,220029,環境與安全衛生工程系,01 機械群
220,中臺科技大學,220030,環境與安全衛生工程系,06 土木與建築群
220,中臺科技大學,220031,經營管理系,09 商業與管理群
220,中臺科技大學,220032,經營管理系,17 餐旅群
220,中臺科技大學,220033,經營管理系,15 外語群英語類
220,中臺科技大學,220034,視光系,14 農業群
220,中臺科技大學,220035,視光系,10 衛生與護理類
220,中臺科技大學,220036,視光系,09 商業與管理群
220,中臺科技大學,220037,老人照顧系,10 衛生與護理類
220,中臺科技大學,220038,老人照顧系,17 餐旅群
220,中臺科技大學,220039,老人照顧系,12 家政群幼保類
220,中臺科技大學,220040,人工智慧健康管理系,04 電機與電子群資電類
220,中臺科技大學,220041,人工智慧健康管理系,01 機械群
220,中臺科技大學,220042,人工智慧健康管理系,03 電機與電子群電機類
221,台南應用科技大學,221001,服飾設計管理系,07 設計群
221,台南應用科技大學,221002,服飾設計管理系,13 家政群生活應用類
221,台南應用科技大學,221003,美容造型設計系,13 家政群生活應用類
221,台南應用科技大學,221004,幼兒保育系,12 家政群幼保類
221,台南應用科技大學,221005,餐飲系,11 食品群
221,台南應用科技大學,221006,餐飲系,17 餐旅群
221,台南應用科技大學,221007,生活服務產業系,07 設計群
221,台南應用科技大學,221008,生活服務產業系,13 家政群生活應用類
221,台南應用科技大學,221009,運動休閒與健康管理系,17 餐旅群
221,台南應用科技大學,221010,國際企業經營系,09 商業與管理群
221,台南應用科技大學,221011,國際企業經營系,15 外語群英語類
221,台南應用科技大學,221012,國際企業經營系,17 餐旅群
221,台南應用科技大學,221013,財務金融系,04 電機與電子群資電類
221,台南應用科技大學,221014,財務金融系,09 商業與管理群
221,台南應用科技大學,221015,財務金融系,17 餐旅群
221,台南應用科技大學,221016,資訊管理系,04 電機與電子群資電類
221,台南應用科技大學,221017,資訊管理系,07 設計群
221,台南應用科技大學,221018,資訊管理系,09 商業與管理群
221,台南應用科技大學,221019,資訊管理系娛樂與網路應用組,04 電機與電子群資電類
221,台南應用科技大學,221020,資訊管理系娛樂與網路應用組,07 設計群
221,台南應用科技大學,221021,資訊管理系娛樂與網路應用組,09 商業與管理群
221,台南應用科技大學,221022,企業管理系,09 商業與管理群
221,台南應用科技大學,221023,企業管理系,17 餐旅群
221,台南應用科技大學,221024,企業管理系廣告與數位行銷組,07 設計群
221,台南應用科技大學,221025,企業管理系廣告與數位行銷組,09 商業與管理群
221,台南應用科技大學,221026,室內設計系,07 設計群
221,台南應用科技大學,221027,視覺傳達設計系,07 設計群
221,台南應用科技大學,221028,商品設計系,07 設計群
221,台南應用科技大學,221029,多媒體動畫系,07 設計群
221,台南應用科技大學,221030,時尚設計系,07 設計群
221,台南應用科技大學,221031,時尚設計系,13 家政群生活應用類
221,台南應用科技大學,221032,漫畫系,07 設計群
221,台南應用科技大學,221033,應用英語系,15 外語群英語類
221,台南應用科技大學,221034,應用英語系,17 餐旅群
221,台南應用科技大學,221035,應用英語系國際旅遊組,15 外語群英語類
221,台南應用科技大學,221036,應用英語系國際旅遊組,16 外語群日語類
221,台南應用科技大學,221037,應用英語系國際旅遊組,17 餐旅群
221,台南應用科技大學,221038,旅館管理系,15 外語群英語類
221,台南應用科技大學,221039,旅館管理系,17 餐旅群
221,台南應用科技大學,221040,養生休閒管理系,17 餐旅群
222,遠東科技大學,222001,機械工程系,01 機械群
222,遠東科技大學,222002,冷凍空調與能源系,01 機械群
222,遠東科技大學,222003,飛機修護系,01 機械群
222,遠東科技大學,222004,創新商品設計與創業管理系,01 機械群
222,遠東科技大學,222005,機械工程系,02 動力機械群
222,遠東科技大學,222006,飛機修護系,02 動力機械群
222,遠東科技大學,222007,電機工程系,03 電機與電子群電機類
222,遠東科技大學,222008,資訊工程系,03 電機與電子群電機類
222,遠東科技大學,222009,冷凍空調與能源系,03 電機與電子群電機類
222,遠東科技大學,222010,電機工程系,04 電機與電子群資電類
222,遠東科技大學,222011,資訊工程系,04 電機與電子群資電類
222,遠東科技大學,222012,冷凍空調與能源系,04 電機與電子群資電類
222,遠東科技大學,222013,飛機修護系,04 電機與電子群資電類
222,遠東科技大學,222014,數位媒體設計系,04 電機與電子群資電類
222,遠東科技大學,222015,數位媒體設計系,07 設計群
222,遠東科技大學,222016,創新商品設計與創業管理系,07 設計群
222,遠東科技大學,222017,多媒體與遊戲發展管理系,07 設計群
222,遠東科技大學,222018,流行音樂產業管理系,07 設計群
222,遠東科技大學,222019,數位媒體設計系,09 商業與管理群
222,遠東科技大學,222020,行銷與流通管理系,09 商業與管理群
222,遠東科技大學,222021,多媒體與遊戲發展管理系,09 商業與管理群
222,遠東科技大學,222022,流行音樂產業管理系,09 商業與管理群
222,遠東科技大學,222023,休閒運動管理系,09 商業與管理群
222,遠東科技大學,222024,行銷與流通管理系,13 家政群生活應用類
222,遠東科技大學,222025,化妝品應用與管理系,13 家政群生活應用類
222,遠東科技大學,222026,休閒運動管理系,14 農業群
222,遠東科技大學,222027,行銷與流通管理系,17 餐旅群
222,遠東科技大學,222028,多媒體與遊戲發展管理系,17 餐旅群
222,遠東科技大學,222029,餐飲管理系,17 餐旅群
222,遠東科技大學,222030,餐飲管理系廚藝組,17 餐旅群
222,遠東科技大學,222031,餐飲管理系日式料理組,17 餐旅群
222,遠東科技大學,222032,休閒運動管理系,17 餐旅群
222,遠東科技大學,222033,化妝品應用與管理系,17 餐旅群
222,遠東科技大學,222034,流行音樂產業管理系,20 藝術群影視類
223,元培醫事科技大學,223001,醫學影像暨放射技術系,03 電機與電子群電機類
223,元培醫事科技大學,223002,醫學影像暨放射技術系,04 電機與電子群資電類
223,元培醫事科技大學,223003,醫學影像暨放射技術系,10 衛生與護理類
223,元培醫事科技大學,223004,醫務管理系醫療產業管理組,04 電機與電子群資電類
223,元培醫事科技大學,223005,醫務管理系醫療產業管理組,09 商業與管理群
223,元培醫事科技大學,223006,醫務管理系醫療產業管理組,10 衛生與護理類
223,元培醫事科技大學,223007,醫務管理系健康管理組,12 家政群幼保類
223,元培醫事科技大學,223008,醫務管理系健康管理組,13 家政群生活應用類
223,元培醫事科技大學,223009,醫務管理系健康管理組,17 餐旅群
223,元培醫事科技大學,223010,高齡福祉事業管理學士學位學程,09 商業與管理群
223,元培醫事科技大學,223011,高齡福祉事業管理學士學位學程,12 家政群幼保類
223,元培醫事科技大學,223012,高齡福祉事業管理學士學位學程,13 家政群生活應用類
223,元培醫事科技大學,223013,醫學檢驗生物技術系,10 衛生與護理類
223,元培醫事科技大學,223014,醫學檢驗生物技術系,13 家政群生活應用類
223,元培醫事科技大學,223015,醫學檢驗生物技術系,14 農業群
223,元培醫事科技大學,223016,護理系,10 衛生與護理類
223,元培醫事科技大學,223017,護理系,12 家政群幼保類
223,元培醫事科技大學,223018,護理系,13 家政群生活應用類
223,元培醫事科技大學,223019,視光系,04 電機與電子群資電類
223,元培醫事科技大學,223020,視光系,09 商業與管理群
223,元培醫事科技大學,223021,視光系,10 衛生與護理類
223,元培醫事科技大學,223022,生物醫學工程系,01 機械群
223,元培醫事科技大學,223023,生物醫學工程系,03 電機與電子群電機類
223,元培醫事科技大學,223024,生物醫學工程系,04 電機與電子群資電類
223,元培醫事科技大學,223025,寵物保健系,10 衛生與護理類
223,元培醫事科技大學,223026,寵物保健系,13 家政群生活應用類
223,元培醫事科技大學,223027,寵物保健系,14 農業群
223,元培醫事科技大學,223028,環境工程衛生系,01 機械群
223,元培醫事科技大學,223029,環境工程衛生系,02 動力機械群
223,元培醫事科技大學,223030,環境工程衛生系,04 電機與電子群資電類
223,元培醫事科技大學,223031,餐飲管理系,09 商業與管理群
223,元培醫事科技大學,223032,餐飲管理系,13 家政群生活應用類
223,元培醫事科技大學,223033,餐飲管理系,17 餐旅群
223,元培醫事科技大學,223034,食品科學系,10 衛生與護理類
223,元培醫事科技大學,223035,食品科學系,11 食品群
223,元培醫事科技大學,223036,食品科學系,17 餐旅群
223,元培醫事科技大學,223037,生物科技暨製藥技術系,01 機械群
223,元培醫事科技大學,223038,生物科技暨製藥技術系,10 衛生與護理類
223,元培醫事科技大學,223039,生物科技暨製藥技術系,14 農業群
223,元培醫事科技大學,223040,企業管理系,09 商業與管理群
223,元培醫事科技大學,223041,企業管理系,15 外語群英語類
223,元培醫事科技大學,223042,企業管理系,17 餐旅群
223,元培醫事科技大學,223043,應用外語學士學位學程,15 外語群英語類
223,元培醫事科技大學,223044,應用外語學士學位學程,16 外語群日語類
223,元培醫事科技大學,223045,應用外語學士學位學程,17 餐旅群
223,元培醫事科技大學,223046,觀光與休閒管理系,09 商業與管理群
223,元培醫事科技大學,223047,觀光與休閒管理系,15 外語群英語類
223,元培醫事科技大學,223048,觀光與休閒管理系,17 餐旅群
223,元培醫事科技大學,223049,茶陶文創學士學位學程,07 設計群
223,元培醫事科技大學,223050,茶陶文創學士學位學程,09 商業與管理群
223,元培醫事科技大學,223051,茶陶文創學士學位學程,14 農業群
223,元培醫事科技大學,223052,資訊管理系,03 電機與電子群電機類
223,元培醫事科技大學,223053,資訊管理系,04 電機與電子群資電類
223,元培醫事科技大學,223054,資訊管理系,09 商業與管理群
223,元培醫事科技大學,223055,健康休閒管理系健康保健組,10 衛生與護理類
223,元培醫事科技大學,223056,健康休閒管理系健康保健組,13 家政群生活應用類
223,元培醫事科技大學,223057,健康休閒管理系健康保健組,17 餐旅群
223,元培醫事科技大學,223058,健康休閒管理系運動休閒組,09 商業與管理群
223,元培醫事科技大學,223059,健康休閒管理系運動休閒組,12 家政群幼保類
223,元培醫事科技大學,223060,健康休閒管理系運動休閒組,17 餐旅群
224,景文科技大學,224001,旅遊管理系航空暨運輸服務管理組,17 餐旅群
224,景文科技大學,224002,旅遊管理系休閒遊憩管理組,17 餐旅群
224,景文科技大學,224003,餐飲管理系管理組,17 餐旅群
224,景文科技大學,224004,餐飲管理系廚藝組,17 餐旅群
224,景文科技大學,224005,餐飲管理系烘焙組,17 餐旅群
224,景文科技大學,224006,旅館管理系,17 餐旅群
224,景文科技大學,224007,行銷與流通管理系,07 設計群
224,景文科技大學,224008,行銷與流通管理系,09 商業與管理群
224,景文科技大學,224009,行銷與流通管理系,17 餐旅群
224,景文科技大學,224010,國際貿易系,09 商業與管理群
224,景文科技大學,224011,國際貿易系,15 外語群英語類
224,景文科技大學,224012,國際貿易系,17 餐旅群
224,景文科技大學,224013,企業管理系,09 商業與管理群
224,景文科技大學,224014,企業管理系,16 外語群日語類
224,景文科技大學,224015,企業管理系,17 餐旅群
224,景文科技大學,224016,行動商務與多媒體應用系,04 電機與電子群資電類
224,景文科技大學,224017,行動商務與多媒體應用系,07 設計群
224,景文科技大學,224018,行動商務與多媒體應用系,09 商業與管理群
224,景文科技大學,224019,理財與稅務規劃系,09 商業與管理群
224,景文科技大學,224020,理財與稅務規劃系,16 外語群日語類
224,景文科技大學,224021,理財與稅務規劃系,17 餐旅群
224,景文科技大學,224022,財務金融系,04 電機與電子群資電類
224,景文科技大學,224023,財務金融系,09 商業與管理群
224,景文科技大學,224024,財務金融系,16 外語群日語類
224,景文科技大學,224025,應用外語系英文組,15 外語群英語類
224,景文科技大學,224026,應用外語系英文組,17 餐旅群
224,景文科技大學,224027,應用外語系日文組,16 外語群日語類
224,景文科技大學,224028,應用外語系日文組,17 餐旅群
224,景文科技大學,224029,視覺傳達設計系視覺設計組,07 設計群
224,景文科技大學,224030,視覺傳達設計系視覺設計組,20 藝術群影視類
224,景文科技大學,224031,視覺傳達設計系時尚工藝組,07 設計群
224,景文科技大學,224032,電腦與通訊系,01 機械群
224,景文科技大學,224033,電腦與通訊系,03 電機與電子群電機類
224,景文科技大學,224034,電腦與通訊系,04 電機與電子群資電類
225,中華醫事科技大學,225001,醫學檢驗生物技術系,05 化工群
225,中華醫事科技大學,225002,醫學檢驗生物技術系,10 衛生與護理類
225,中華醫事科技大學,225003,醫學檢驗生物技術系,14 農業群
225,中華醫事科技大學,225004,護理系,10 衛生與護理類
225,中華醫事科技大學,225005,護理系,13 家政群生活應用類
225,中華醫事科技大學,225006,護理系,14 農業群
225,中華醫事科技大學,225007,幼兒保育系,09 商業與管理群
225,中華醫事科技大學,225008,幼兒保育系,12 家政群幼保類
225,中華醫事科技大學,225009,幼兒保育系,15 外語群英語類
225,中華醫事科技大學,225010,環境與安全衛生工程系,01 機械群
225,中華醫事科技大學,225011,環境與安全衛生工程系,02 動力機械群
225,中華醫事科技大學,225012,環境與安全衛生工程系,06 土木與建築群
225,中華醫事科技大學,225013,運動健康與休閒系,09 商業與管理群
225,中華醫事科技大學,225014,運動健康與休閒系,14 農業群
225,中華醫事科技大學,225015,運動健康與休閒系,17 餐旅群
225,中華醫事科技大學,225016,食品營養系,11 食品群
225,中華醫事科技大學,225017,食品營養系,13 家政群生活應用類
225,中華醫事科技大學,225018,食品營養系,17 餐旅群
225,中華醫事科技大學,225019,製藥工程系,05 化工群
225,中華醫事科技大學,225020,製藥工程系,10 衛生與護理類
225,中華醫事科技大學,225021,製藥工程系,14 農業群
225,中華醫事科技大學,225022,寵物照護與美容系,13 家政群生活應用類
225,中華醫事科技大學,225023,寵物照護與美容系,14 農業群
225,中華醫事科技大學,225024,寵物照護與美容系,17 餐旅群
225,中華醫事科技大學,225025,語言治療系,10 衛生與護理類
225,中華醫事科技大學,225026,語言治療系,09 商業與管理群
225,中華醫事科技大學,225027,語言治療系,15 外語群英語類
225,中華醫事科技大學,225028,視光系,01 機械群
225,中華醫事科技大學,225029,視光系,17 餐旅群
225,中華醫事科技大學,225030,視光系,10 衛生與護理類
225,中華醫事科技大學,225031,餐旅管理系,11 食品群
225,中華醫事科技大學,225032,餐旅管理系,07 設計群
225,中華醫事科技大學,225033,餐旅管理系,17 餐旅群
226,東南科技大學,226001,機械工程系,01 機械群
226,東南科技大學,226002,機械工程系,02 動力機械群
226,東南科技大學,226003,機械工程系車輛組,02 動力機械群
226,東南科技大學,226004,機械工程系車輛組,01 機械群
226,東南科技大學,226005,電子工程系,04 電機與電子群資電類
226,東南科技大學,226006,電機工程系,03 電機與電子群電機類
226,東南科技大學,226007,應用英語系,09 商業與管理群
226,東南科技大學,226008,應用英語系,15 外語群英語類
226,東南科技大學,226009,應用英語系,17 餐旅群
226,東南科技大學,226010,表演藝術系,20 藝術群影視類
226,東南科技大學,226011,表演藝術系,12 家政群幼保類
226,東南科技大學,226012,表演藝術系,07 設計群
226,東南科技大學,226013,休閒事業管理系,09 商業與管理群
226,東南科技大學,226014,休閒事業管理系,17 餐旅群
226,東南科技大學,226015,休閒事業管理系,16 外語群日語類
226,東南科技大學,226016,餐旅管理系,17 餐旅群
226,東南科技大學,226017,餐旅管理系,13 家政群生活應用類
226,東南科技大學,226018,餐旅管理系,11 食品群
226,東南科技大學,226019,數位媒體設計系,07 設計群
226,東南科技大學,226020,數位媒體設計系,09 商業與管理群
226,東南科技大學,226021,數位媒體設計系,20 藝術群影視類
226,東南科技大學,226022,室內設計系,07 設計群
226,東南科技大學,226023,室內設計系,06 土木與建築群
226,東南科技大學,226024,創意產品設計系,01 機械群
226,東南科技大學,226025,創意產品設計系,07 設計群
226,東南科技大學,226026,創意產品設計系,13 家政群生活應用類
226,東南科技大學,226027,數位遊戲設計系,07 設計群
226,東南科技大學,226028,數位遊戲設計系,09 商業與管理群
226,東南科技大學,226029,數位遊戲設計系,04 電機與電子群資電類
227,德明財經科技大學,227001,會計資訊系,04 電機與電子群資電類
227,德明財經科技大學,227002,會計資訊系,09 商業與管理群
227,德明財經科技大學,227003,會計資訊系,15 外語群英語類
227,德明財經科技大學,227004,財政稅務系,09 商業與管理群
227,德明財經科技大學,227005,財政稅務系,15 外語群英語類
227,德明財經科技大學,227006,財政稅務系,17 餐旅群
227,德明財經科技大學,227007,財務金融系,04 電機與電子群資電類
227,德明財經科技大學,227008,財務金融系,09 商業與管理群
227,德明財經科技大學,227009,財務金融系,15 外語群英語類
227,德明財經科技大學,227010,財務金融系不動產金融與投資管理組,09 商業與管理群
227,德明財經科技大學,227011,財務金融系不動產金融與投資管理組,15 外語群英語類
227,德明財經科技大學,227012,財務金融系不動產金融與投資管理組,16 外語群日語類
227,德明財經科技大學,227013,財務金融系數位金融組,04 電機與電子群資電類
227,德明財經科技大學,227014,財務金融系數位金融組,09 商業與管理群
227,德明財經科技大學,227015,財務金融系數位金融組,15 外語群英語類
227,德明財經科技大學,227016,風險管理與財富規劃系,09 商業與管理群
227,德明財經科技大學,227017,風險管理與財富規劃系,15 外語群英語類
227,德明財經科技大學,227018,風險管理與財富規劃系,16 外語群日語類
227,德明財經科技大學,227019,企業管理系,09 商業與管理群
227,德明財經科技大學,227020,企業管理系,15 外語群英語類
227,德明財經科技大學,227021,企業管理系,17 餐旅群
227,德明財經科技大學,227022,企業管理系時尚經營管理組,09 商業與管理群
227,德明財經科技大學,227023,企業管理系時尚經營管理組,13 家政群生活應用類
227,德明財經科技大學,227024,企業管理系時尚經營管理組,15 外語群英語類
227,德明財經科技大學,227025,流通管理系,09 商業與管理群
227,德明財經科技大學,227026,流通管理系,15 外語群英語類
227,德明財經科技大學,227027,流通管理系,17 餐旅群
227,德明財經科技大學,227028,流通管理系連鎖加盟組,09 商業與管理群
227,德明財經科技大學,227029,流通管理系連鎖加盟組,15 外語群英語類
227,德明財經科技大學,227030,流通管理系連鎖加盟組,17 餐旅群
227,德明財經科技大學,227031,行銷管理系,09 商業與管理群
227,德明財經科技大學,227032,行銷管理系,15 外語群英語類
227,德明財經科技大學,227033,行銷管理系,17 餐旅群
227,德明財經科技大學,227034,行銷管理系國際會展與觀光休閒組,09 商業與管理群
227,德明財經科技大學,227035,行銷管理系國際會展與觀光休閒組,15 外語群英語類
227,德明財經科技大學,227036,行銷管理系國際會展與觀光休閒組,17 餐旅群
227,德明財經科技大學,227037,國際貿易系,09 商業與管理群
227,德明財經科技大學,227038,國際貿易系,15 外語群英語類
227,德明財經科技大學,227039,應用外語系,09 商業與管理群
227,德明財經科技大學,227040,應用外語系,15 外語群英語類
227,德明財經科技大學,227041,應用外語系,17 餐旅群
227,德明財經科技大學,227042,應用外語系日文組,09 商業與管理群
227,德明財經科技大學,227043,應用外語系日文組,16 外語群日語類
227,德明財經科技大學,227044,應用外語系日文組,17 餐旅群
227,德明財經科技大學,227045,資訊管理系,04 電機與電子群資電類
227,德明財經科技大學,227046,資訊管理系,07 設計群
227,德明財經科技大學,227047,資訊管理系,09 商業與管理群
227,德明財經科技大學,227048,資訊科技系,03 電機與電子群電機類
227,德明財經科技大學,227049,資訊科技系,04 電機與電子群資電類
227,德明財經科技大學,227050,資訊科技系,09 商業與管理群
227,德明財經科技大學,227051,多媒體設計系,07 設計群
227,德明財經科技大學,227052,多媒體設計系,09 商業與管理群
227,德明財經科技大學,227053,多媒體設計系,20 藝術群影視類
228,南開科技大學,228001,自動化工程系,01 機械群
228,南開科技大學,228002,自動化工程系,02 動力機械群
228,南開科技大學,228003,自動化工程系,03 電機與電子群電機類
228,南開科技大學,228004,車輛工程系先進車輛組,01 機械群
228,南開科技大學,228005,車輛工程系先進車輛組,02 動力機械群
228,南開科技大學,228006,電機與資訊技術系,03 電機與電子群電機類
228,南開科技大學,228007,電機與資訊技術系,04 電機與電子群資電類
228,南開科技大學,228008,多媒體動畫應用系,04 電機與電子群資電類
228,南開科技大學,228009,多媒體動畫應用系,07 設計群
228,南開科技大學,228010,多媒體動畫應用系,09 商業與管理群
228,南開科技大學,228011,行銷與流通管理系,09 商業與管理群
228,南開科技大學,228012,行銷與流通管理系,15 外語群英語類
228,南開科技大學,228013,行銷與流通管理系,17 餐旅群
228,南開科技大學,228014,休閒事業管理系,09 商業與管理群
228,南開科技大學,228015,休閒事業管理系,14 農業群
228,南開科技大學,228016,休閒事業管理系,17 餐旅群
228,南開科技大學,228017,餐飲管理系,17 餐旅群
228,南開科技大學,228018,長期照顧與管理系,10 衛生與護理類
228,南開科技大學,228019,長期照顧與管理系,13 家政群生活應用類
228,南開科技大學,228020,長期照顧與管理系,17 餐旅群
229,中華科技大學,229001,機械工程系（台北校區）,01 機械群
229,中華科技大學,229002,機械工程系（台北校區）,02 動力機械群
229,中華科技大學,229003,機械工程系動力機械組（台北校區）,01 機械群
229,中華科技大學,229004,機械工程系動力機械組（台北校區）,02 動力機械群
229,中華科技大學,229005,電機與資訊工程系（台北校區）,03 電機與電子群電機類
229,中華科技大學,229006,電機與資訊工程系（台北校區）,04 電機與電子群資電類
229,中華科技大學,229007,電機與資訊工程系（台北校區）,01 機械群
229,中華科技大學,229008,遊戲系統創新設計系（台北校區）,07 設計群
229,中華科技大學,229009,遊戲系統創新設計系（台北校區）,03 電機與電子群電機類
229,中華科技大學,229010,遊戲系統創新設計系（台北校區）,04 電機與電子群資電類
229,中華科技大學,229011,建築系（台北校區）,06 土木與建築群
229,中華科技大學,229012,建築系（台北校區）,07 設計群
229,中華科技大學,229013,建築系（台北校區）,01 機械群
229,中華科技大學,229014,建築系室內設計組（台北校區）,07 設計群
229,中華科技大學,229015,建築系室內設計組（台北校區）,17 餐旅群
229,中華科技大學,229016,建築系室內設計組（台北校區）,09 商業與管理群
229,中華科技大學,229017,企業資訊與管理系（台北校區）,09 商業與管理群
229,中華科技大學,229018,企業資訊與管理系（台北校區）,12 家政群幼保類
229,中華科技大學,229019,企業資訊與管理系（台北校區）,17 餐旅群
229,中華科技大學,229020,行銷與流通管理系（台北校區）,09 商業與管理群
229,中華科技大學,229021,行銷與流通管理系（台北校區）,15 外語群英語類
229,中華科技大學,229022,行銷與流通管理系（台北校區）,16 外語群日語類
229,中華科技大學,229023,文創與數位多媒體系（台北校區）,07 設計群
229,中華科技大學,229024,食品科學系（台北校區）,11 食品群
229,中華科技大學,229025,食品科學系（台北校區）,14 農業群
229,中華科技大學,229026,食品科學系（台北校區）,17 餐旅群
229,中華科技大學,229027,生物科技系生物科技組（台北校區）,10 衛生與護理類
229,中華科技大學,229028,生物科技系生物科技組（台北校區）,14 農業群
229,中華科技大學,229029,生物科技系生物科技組（台北校區）,15 外語群英語類
229,中華科技大學,229030,生物科技系化妝品生技組（台北校區）,10 衛生與護理類
229,中華科技大學,229031,生物科技系化妝品生技組（台北校區）,17 餐旅群
229,中華科技大學,229032,生物科技系化妝品生技組（台北校區）,13 家政群生活應用類
229,中華科技大學,229033,餐旅管理系（台北校區）,13 家政群生活應用類
229,中華科技大學,229034,餐旅管理系（台北校區）,17 餐旅群
229,中華科技大學,229035,餐旅管理系（台北校區）,09 商業與管理群
229,中華科技大學,229036,航空機械系（新竹校區）,01 機械群
229,中華科技大學,229037,航空機械系（新竹校區）,02 動力機械群
229,中華科技大學,229038,航空機械系（新竹校區）,03 電機與電子群電機類
229,中華科技大學,229039,航空電子系（新竹校區）,03 電機與電子群電機類
229,中華科技大學,229040,航空電子系（新竹校區）,04 電機與電子群資電類
229,中華科技大學,229041,航空電子系（新竹校區）,01 機械群
229,中華科技大學,229042,航空服務管理系（新竹校區）,09 商業與管理群
229,中華科技大學,229043,航空服務管理系（新竹校區）,17 餐旅群
229,中華科技大學,229044,航空服務管理系（新竹校區）,15 外語群英語類
